CustomerID,recency,purchase_cnt,user_total,user_average,item_cnt,average_interval,total_transactions,cancel_frequency,cancel_rate
16905,5,8,3021,378,1380,1.83,8,1,0.13
18094,81,7,3017,431,2518,3.01,7,0,0
16326,5,15,3014,201,662,1.08,15,1,0.07
12754,235,3,3011,1004,6481,1.16,3,0,0
17799,22,11,3009,274,1750,0.83,11,1,0.09
16156,8,13,3002,231,1236,2.19,13,4,0.31
14456,5,13,3001,231,2842,0.14,13,4,0.31
14307,88,6,2996,499,2058,1.58,6,0,0
12502,95,5,2996,599,794,1.51,5,0,0
15687,8,11,2982,271,1308,1.89,11,2,0.18
15861,12,9,2982,331,2527,0.47,9,1,0.11
15854,4,12,2969,247,926,2.57,12,0,0
13520,58,7,2968,424,1629,3.56,7,1,0.14
12613,31,5,2967,593,1582,1.45,5,1,0.2
16497,49,6,2966,494,1396,2.09,6,0,0
17659,3,14,2955,211,1486,2.26,14,2,0.14
14639,52,8,2952,369,1428,1.76,8,2,0.25
14146,8,6,2950,492,1886,1.42,6,1,0.17
14543,3,21,2945,140,602,3.63,21,5,0.24
16686,47,9,2941,327,1972,0.56,9,2,0.22
14868,3,9,2940,327,1399,1.55,9,1,0.11
16393,2,20,2936,147,1526,1.02,20,7,0.35
14032,2,18,2930,163,2008,2.35,18,7,0.39
14565,95,6,2924,487,1529,2.11,6,2,0.33
12916,138,5,2921,584,1075,1.73,5,1,0.2
17512,28,11,2920,265,2752,2.56,11,1,0.09
12906,11,5,2920,584,1749,1.06,5,0,0
18087,144,3,2917,972,3570,31.2,3,2,0.67
12619,16,11,2909,264,3337,2.74,11,3,0.27
15514,12,13,2907,224,1761,1.78,13,2,0.15
17924,1,13,2894,223,1141,9.92,13,6,0.46
18144,7,12,2889,241,1343,8.55,12,0,0
12480,28,4,2886,722,1685,2.06,4,0,0
14251,1,5,2880,576,1674,0.7,5,0,0
14005,9,5,2875,575,2478,2.47,5,0,0
13901,72,5,2867,573,1739,1.66,5,0,0
15628,4,10,2866,287,1882,2.29,10,1,0.1
16633,17,7,2863,409,1136,1.42,7,1,0.14
18145,12,4,2862,716,2625,1.35,4,0,0
14530,25,6,2862,477,1395,1.27,6,0,0
17728,3,4,2861,715,1465,0.49,4,1,0.25
14299,8,18,2855,159,2013,2.16,18,9,0.5
13451,26,6,2839,473,2122,0.7,6,1,0.17
14852,58,6,2837,473,1747,1.35,6,0,0
14535,59,4,2832,708,1818,0.57,4,1,0.25
14711,10,12,2809,234,954,0.71,12,1,0.08
17596,23,7,2807,401,4376,1.3,7,0,0
16081,56,5,2799,560,1473,1.39,5,0,0
12758,116,2,2792,1396,2135,1.66,2,0,0
12598,9,8,2787,348,1928,2.14,8,1,0.13
17739,11,8,2786,348,856,7.36,8,1,0.13
12388,15,6,2781,464,1462,3.12,6,0,0
14572,3,10,2775,278,1417,1.2,10,3,0.3
14112,22,12,2774,231,1608,1.44,12,5,0.42
13769,2,16,2772,173,1152,2.53,16,6,0.38
17644,1,17,2769,163,1741,1.86,17,6,0.35
13735,24,8,2764,346,1081,1.01,8,4,0.5
16871,22,7,2761,394,1250,1.79,7,1,0.14
15114,30,10,2761,276,3096,1.36,10,0,0
15984,2,11,2760,251,1805,1.38,11,1,0.09
14626,8,7,2757,394,1387,1.78,7,3,0.43
16316,64,12,2756,230,1466,1.87,12,4,0.33
13870,2,10,2751,275,1320,2.41,10,2,0.2
16764,3,18,2750,153,1241,0.19,18,5,0.28
17084,35,2,2748,1374,1702,0,2,0,0
17504,206,10,2745,275,1456,0.83,10,1,0.1
16928,80,19,2741,144,2071,1.37,19,2,0.11
17213,40,11,2741,249,1167,1.98,11,4,0.36
14121,3,6,2740,457,2078,0.34,6,2,0.33
13174,16,3,2739,913,1351,1.21,3,0,0
16003,29,5,2735,547,1185,3.22,5,0,0
12670,10,6,2734,456,1377,2.5,6,1,0.17
14854,78,8,2730,341,1810,1.5,8,1,0.13
14903,21,10,2729,273,1486,0.71,10,5,0.5
15993,8,10,2728,273,2022,0.06,10,3,0.3
15673,88,4,2726,682,1451,1.73,4,0,0
14125,10,3,2721,907,1628,0.41,3,0,0
15356,31,10,2718,272,1643,0.67,10,0,0
18230,9,10,2717,272,1298,3.99,10,3,0.3
12840,143,6,2714,452,1505,0.7,6,2,0.33
13230,4,15,2712,181,1517,0.6,15,1,0.07
13285,23,4,2709,677,2051,1.42,4,0,0
13654,43,6,2707,451,2182,1.39,6,0,0
15796,1,9,2705,301,858,2.27,9,1,0.11
13971,8,11,2702,246,1818,1.74,11,3,0.27
15521,36,12,2700,225,1675,1.09,12,4,0.33
14107,51,8,2688,336,1788,2.51,8,1,0.13
14732,8,10,2686,269,1402,2.2,10,2,0.2
17386,7,6,2686,448,1902,5.78,6,0,0
15321,49,4,2663,666,1164,2.32,4,1,0.25
12395,15,15,2662,177,2092,2.38,15,3,0.2
14439,319,1,2661,2661,526,0,1,0,0
14713,9,12,2660,222,1611,1.03,12,1,0.08
18097,7,7,2657,380,1661,3.25,7,1,0.14
17069,28,13,2655,204,1482,2.22,13,4,0.31
13851,95,3,2651,884,1705,2.39,3,0,0
13771,64,5,2632,526,1476,1.52,5,1,0.2
16618,31,6,2631,439,1362,3.02,6,1,0.17
18210,1,6,2621,437,1398,1.98,6,0,0
15696,33,12,2619,218,1009,1.66,12,4,0.33
15752,39,8,2618,327,1955,0.81,8,1,0.13
14262,8,8,2618,327,1645,1.61,8,0,0
12836,59,4,2610,653,1062,1.45,4,0,0
16255,16,10,2609,261,1760,1.26,10,2,0.2
15671,18,10,2605,261,1679,3.18,10,3,0.3
13422,51,2,2602,1301,1321,0.1,2,1,0.5
14408,10,7,2599,371,1610,2.39,7,0,0
17402,4,12,2599,217,700,6.3,12,0,0
17965,37,14,2599,186,1532,1,14,0,0
13644,8,5,2598,520,2060,0.65,5,1,0.2
15782,9,4,2594,649,863,1.81,4,1,0.25
16919,156,11,2592,236,1403,0.64,11,0,0
13983,29,13,2590,199,1170,2.97,13,1,0.08
16241,9,13,2590,199,1443,0.54,13,0,0
12408,32,8,2588,324,1382,2.1,8,3,0.38
13804,30,7,2588,370,1462,1.93,7,0,0
13895,21,5,2588,518,1364,1.2,5,1,0.2
13021,4,12,2584,215,1336,2.68,12,3,0.25
18077,8,11,2584,235,1839,1.59,11,0,0
13911,57,9,2581,287,2731,1.68,9,0,0
18260,172,8,2580,323,1466,1.32,8,2,0.25
12685,28,6,2575,429,1507,0.42,6,0,0
17655,10,8,2572,322,956,3.82,8,1,0.13
15485,30,3,2565,855,1281,4.07,3,0,0
16308,37,4,2560,640,8000,74,4,0,0
17346,3,16,2558,160,1599,0.75,16,1,0.06
14397,0,23,2557,111,1852,2.16,23,4,0.17
12456,44,4,2554,639,1601,1.67,4,1,0.25
12473,53,4,2545,636,2323,0.82,4,1,0.25
13136,50,11,2545,231,1312,2.25,11,6,0.55
14676,31,8,2543,318,2498,6.19,8,2,0.25
13883,1,9,2542,282,1369,2.1,9,4,0.44
18075,23,14,2539,181,1437,2.17,14,4,0.29
14334,16,9,2539,282,1730,2.07,9,1,0.11
15033,4,11,2538,231,1667,0.64,11,1,0.09
14243,8,14,2536,181,1204,2.39,14,4,0.29
15572,4,7,2533,362,1213,1.28,7,0,0
17317,46,5,2524,505,1074,4.2,5,2,0.4
16912,23,14,2516,180,1011,2.89,14,3,0.21
15245,134,3,2516,839,1784,1.43,3,0,0
17314,24,11,2515,229,1884,2.09,11,3,0.27
13344,67,3,2512,837,952,1.82,3,0,0
17700,16,6,2509,418,1261,2.39,6,2,0.33
18245,7,8,2508,314,1781,1.97,8,1,0.13
13471,1,4,2502,626,1583,0.18,4,0,0
17449,2,8,2500,313,1113,1.28,8,1,0.13
16477,63,7,2494,356,1415,2.1,7,0,0
12356,22,3,2487,829,1573,5.3,3,0,0
14546,4,9,2483,276,1283,0.58,9,4,0.44
13507,3,4,2479,620,1597,0.88,4,0,0
15271,7,16,2472,155,1246,1.32,16,1,0.06
16710,19,10,2468,247,1823,0.88,10,0,0
12438,14,2,2467,1234,1169,1.32,2,0,0
17164,32,8,2466,308,1500,1.65,8,1,0.13
14701,10,12,2463,205,898,0.89,12,3,0.25
17131,5,5,2463,493,983,0.52,5,0,0
13784,9,11,2463,224,2493,10.6,11,0,0
15932,4,11,2462,224,2311,2.39,11,3,0.27
17682,10,7,2459,351,1365,3.01,7,1,0.14
14315,21,7,2457,351,1010,2.35,7,1,0.14
14659,8,12,2457,205,1183,1.17,12,3,0.25
14842,35,8,2457,307,1146,1.72,8,4,0.5
12913,4,5,2454,491,1417,7.68,5,0,0
13588,15,12,2450,204,2574,1.32,12,3,0.25
15750,2,9,2449,272,1776,1.24,9,1,0.11
14163,87,4,2446,612,893,2.94,4,0,0
13695,31,15,2444,163,1599,2.62,15,0,0
13975,31,7,2438,348,1690,0.73,7,1,0.14
13949,2,6,2427,405,2474,0.56,6,0,0
12380,21,5,2424,485,1109,1.62,5,1,0.2
14766,8,8,2423,303,1323,2.65,8,2,0.25
15606,57,11,2423,220,720,2.91,11,2,0.18
15089,10,6,2421,404,1359,0.81,6,0,0
13658,9,7,2421,346,1009,1.73,7,2,0.29
16143,3,7,2420,346,917,3.1,7,1,0.14
15527,18,9,2412,268,988,2.04,9,1,0.11
12726,28,7,2411,344,3132,2.8,7,0,0
17589,60,4,2403,601,1630,0.71,4,0,0
15980,88,3,2399,800,1560,3.93,3,0,0
17444,151,2,2389,1195,2118,0.16,2,0,0
13141,84,6,2386,398,1547,1.7,6,1,0.17
17071,8,14,2385,170,1182,1.99,14,5,0.36
17722,96,6,2381,397,1572,2.25,6,2,0.33
18065,5,15,2380,159,1024,2.59,15,1,0.07
13722,120,4,2369,592,1400,1.91,4,1,0.25
14930,108,3,2363,788,1160,1.31,3,0,0
14493,7,7,2363,338,1279,1.19,7,2,0.29
17530,1,10,2363,236,1511,0.93,10,0,0
12625,211,3,2362,787,1563,1.22,3,1,0.33
15370,40,8,2361,295,828,3.07,8,1,0.13
12578,21,4,2361,590,1157,2.7,4,2,0.5
14030,18,8,2359,295,1478,1.43,8,0,0
12721,31,7,2359,337,1939,2.11,7,1,0.14
17634,36,9,2359,262,838,1.01,9,0,0
14440,8,5,2358,472,588,6.57,5,0,0
15140,52,8,2350,294,1567,2.61,8,1,0.13
12708,29,16,2346,147,1255,2.03,16,6,0.38
12455,73,5,2340,468,2084,2.64,5,0,0
18259,24,3,2339,780,714,8.32,3,0,0
17434,2,9,2333,259,1685,0.58,9,2,0.22
14239,43,13,2324,179,986,2.33,13,2,0.15
17744,3,6,2322,387,3412,2.61,6,0,0
14309,8,10,2320,232,1619,2.83,10,1,0.1
15755,1,8,2319,290,1397,1.96,8,2,0.25
13394,1,9,2318,258,2216,1.88,9,1,0.11
12600,28,10,2311,231,758,6.4,10,0,0
14290,11,6,2307,385,913,3.41,6,1,0.17
15288,43,5,2307,461,775,3.68,5,0,0
14502,19,14,2307,165,1449,0.47,14,3,0.21
15785,29,8,2304,288,1594,3.06,8,3,0.38
12360,52,3,2302,767,1156,1.18,3,0,0
17211,26,9,2300,256,1310,1.6,9,1,0.11
15105,18,7,2299,328,1211,1.15,7,0,0
15270,15,9,2298,255,1459,6.21,9,2,0.22
13908,79,5,2297,459,1469,1.57,5,1,0.2
12520,79,6,2295,383,1414,1.3,6,1,0.17
13704,5,10,2295,230,1528,0.6,10,1,0.1
15704,140,4,2294,574,1028,0.64,4,0,0
17313,17,2,2288,1144,1382,0.48,2,1,0.5
14554,10,4,2279,570,1443,0.2,4,0,0
14808,39,14,2278,163,2028,0.52,14,6,0.43
17954,5,16,2277,142,2216,0.75,16,4,0.25
17188,11,9,2276,253,1301,3.94,9,2,0.22
13994,3,6,2274,379,932,0.96,6,0,0
18257,39,11,2274,207,1011,2.09,11,3,0.27
14466,29,7,2272,325,1006,4.8,7,0,0
17838,26,6,2267,378,1397,2.62,6,1,0.17
16550,108,9,2266,252,1526,0.99,9,4,0.44
12517,28,5,2264,453,1328,0.57,5,1,0.2
13700,26,10,2249,225,2281,1.54,10,0,0
14432,9,6,2248,375,2013,0.2,6,0,0
16209,88,5,2248,450,1178,3.55,5,0,0
15235,217,12,2248,187,1324,1.06,12,0,0
15281,58,12,2240,187,1193,1.79,12,3,0.25
16293,8,12,2237,186,978,2.97,12,2,0.17
18242,72,4,2232,558,1017,1.82,4,0,0
16771,33,5,2231,446,1475,1.2,5,0,0
16782,10,19,2230,117,696,1.84,19,6,0.32
15665,168,2,2222,1111,1654,0.65,2,0,0
12755,249,3,2221,740,867,28.75,3,1,0.33
14825,3,12,2221,185,989,3.03,12,0,0
13527,33,8,2219,277,1664,1.34,8,1,0.13
16735,78,7,2216,317,1513,2.14,7,2,0.29
12397,35,2,2215,1108,1250,0.8,2,0,0
12653,148,2,2210,1105,919,3.5,2,0,0
17442,29,10,2210,221,1490,2.38,10,4,0.4
14211,53,13,2208,170,1232,2.03,13,4,0.31
13115,8,14,2206,158,1534,2.68,14,10,0.71
17696,38,14,2201,157,1730,2.56,14,6,0.43
15123,7,2,2199,1100,1195,1.89,2,0,0
13680,1,5,2199,440,1265,1.57,5,1,0.2
13831,16,6,2198,366,743,4.93,6,0,0
14776,51,13,2196,169,2688,1.93,13,2,0.15
14700,32,3,2195,732,1314,1.85,3,0,0
17591,73,8,2193,274,999,1.85,8,1,0.13
15373,8,12,2192,183,475,2.66,12,1,0.08
15797,113,3,2192,731,872,31.83,3,0,0
13365,8,3,2191,730,1238,1.59,3,1,0.33
13862,18,10,2187,219,1682,2.2,10,2,0.2
15179,18,7,2186,312,1907,3.65,7,2,0.29
15394,9,4,2184,546,910,4.14,4,0,0
14226,28,7,2184,312,1289,3.35,7,2,0.29
16628,29,6,2183,364,1202,1.72,6,1,0.17
16076,3,11,2174,198,1363,1.55,11,1,0.09
14560,7,24,2174,91,1223,4.56,24,2,0.08
15811,17,9,2171,241,1061,2.49,9,3,0.33
15722,35,6,2170,362,1018,3.67,6,1,0.17
16743,29,8,2167,271,1998,1.71,8,1,0.13
16456,99,5,2158,432,1147,2.5,5,0,0
12935,2,8,2156,270,1852,2.43,8,1,0.13
12856,7,8,2154,269,1073,0.17,8,2,0.25
17940,49,9,2152,239,9322,15.56,9,0,0
14341,45,9,2151,239,1395,2.12,9,1,0.11
16966,8,9,2149,239,1979,7.86,9,2,0.22
13224,60,3,2148,716,1509,0.85,3,1,0.33
17272,42,5,2145,429,1776,1.9,5,1,0.2
14828,196,3,2140,713,2172,8.69,3,0,0
13317,64,9,2140,238,1003,2.18,9,3,0.33
16057,4,10,2140,214,833,2.09,10,3,0.3
16379,4,5,2132,426,1408,0.68,5,1,0.2
12909,39,8,2129,266,1270,2.21,8,3,0.38
18061,21,10,2119,212,955,7.56,10,0,0
14360,31,4,2118,530,1139,0.53,4,0,0
18008,70,9,2116,235,1581,8.48,9,0,0
13632,24,6,2115,353,1030,1.5,6,1,0.17
14691,30,5,2114,423,707,2.59,5,0,0
13517,59,5,2109,422,1360,0.84,5,2,0.4
18173,86,4,2107,527,1220,6.2,4,0,0
15058,25,11,2103,191,1054,1.07,11,0,0
14461,148,3,2103,701,765,0.63,3,0,0
13755,3,10,2101,210,1219,0.17,10,1,0.1
15815,63,5,2101,420,1856,4.06,5,0,0
17400,126,5,2098,420,1088,1.1,5,0,0
14407,107,8,2096,262,1411,2.24,8,3,0.38
17191,28,7,2094,299,1166,1.44,7,0,0
12615,2,4,2093,523,1365,1.65,4,0,0
13265,53,5,2093,419,1740,2.46,5,0,0
13297,7,4,2090,523,963,1.02,4,0,0
13571,12,12,2089,174,1757,0.7,12,0,0
18044,4,11,2086,190,1032,2.76,11,1,0.09
14810,40,11,2085,190,1015,1.28,11,0,0
16954,0,9,2085,232,1054,6.7,9,0,0
18093,93,5,2083,417,1381,5.59,5,1,0.2
14306,51,3,2083,694,1073,1,3,1,0.33
17768,8,3,2082,694,1122,1.62,3,0,0
16407,12,10,2080,208,1093,1.77,10,0,0
14515,17,6,2077,346,1110,2.04,6,0,0
12684,7,6,2074,346,1973,2.09,6,0,0
15834,70,6,2074,346,955,1.11,6,2,0.33
14696,4,9,2071,230,1626,2.77,9,2,0.22
14209,10,7,2067,295,688,3.66,7,1,0.14
12928,35,5,2063,413,1472,3.88,5,0,0
16281,72,1,2062,2062,934,0,1,0,0
18241,9,18,2058,114,1047,1.93,18,1,0.06
17861,3,9,2056,228,1965,1.43,9,1,0.11
17667,66,5,2056,411,1033,2.01,5,0,0
13126,4,10,2056,206,2130,2.55,10,2,0.2
18231,192,6,2055,343,806,0.76,6,1,0.17
12948,16,8,2054,257,1077,2.1,8,1,0.13
12876,57,2,2053,1027,1930,1.68,2,0,0
17597,213,1,2044,2044,1176,0,1,0,0
14232,31,8,2044,256,1937,1.95,8,3,0.38
13450,26,6,2044,341,1982,2.7,6,0,0
14001,45,3,2043,681,962,8.61,3,0,0
18283,3,16,2040,128,1355,0.46,16,0,0
17086,7,6,2035,339,1858,0.59,6,0,0
16358,1,5,2025,405,1301,1.65,5,1,0.2
14640,15,8,2024,253,823,1.87,8,2,0.25
14482,18,6,2023,337,1627,1.6,6,0,0
16409,36,5,2023,405,1304,1.21,5,0,0
16875,64,9,2023,225,1044,2.23,9,4,0.44
15341,80,1,2021,2021,812,0,1,0,0
17625,18,4,2020,505,1180,0.78,4,0,0
18219,2,11,2020,184,883,3.18,11,1,0.09
14188,8,10,2019,202,1145,4.23,10,4,0.4
15372,137,1,2007,2007,2924,0,1,0,0
16098,87,7,2006,287,613,4.27,7,0,0
14544,24,2,2004,1002,1536,3.06,2,0,0
17082,33,2,2004,1002,1049,3.56,2,0,0
16754,372,1,2002,2002,4280,0,1,0,0
13305,4,10,2001,200,1232,4.55,10,0,0
17612,53,9,2000,222,1789,1.73,9,3,0.33
18188,15,4,1998,500,1167,3.86,4,1,0.25
16698,226,2,1998,999,840,6.5,2,0,0
13630,5,11,1996,181,1377,3.49,11,4,0.36
18069,26,7,1994,285,1293,0.65,7,2,0.29
17679,52,2,1992,996,729,1.1,2,0,0
17088,28,4,1991,498,868,1.96,4,0,0
13495,7,6,1990,332,814,7.02,6,1,0.17
17827,5,5,1987,397,1240,1.67,5,0,0
13590,11,7,1976,282,1846,3.3,7,1,0.14
17090,4,8,1973,247,902,5.69,8,1,0.13
15531,8,2,1972,986,1085,0.1,2,0,0
13593,108,6,1965,328,695,1.79,6,1,0.17
17790,26,14,1964,140,835,1.76,14,0,0
18204,71,4,1961,490,1188,0.62,4,1,0.25
14506,17,5,1961,392,704,1.19,5,0,0
16341,24,6,1959,327,1388,2.1,6,2,0.33
14498,42,5,1957,391,1098,1.65,5,0,0
17554,1,5,1952,390,1763,1.67,5,0,0
17218,4,10,1952,195,955,1.33,10,0,0
12501,315,2,1946,973,1714,0.13,2,1,0.5
14462,63,14,1942,139,924,1.15,14,3,0.21
17490,0,11,1937,176,1022,2.05,11,4,0.36
14418,3,3,1937,646,1711,0.84,3,0,0
14655,3,5,1930,386,1088,4.43,5,1,0.2
14217,1,24,1925,80,677,3.35,24,7,0.29
14978,72,5,1921,384,523,1.2,5,0,0
15493,32,7,1919,274,546,0.81,7,2,0.29
14653,1,7,1917,274,944,1.44,7,0,0
17406,330,5,1913,383,777,0.31,5,2,0.4
14285,21,4,1910,478,541,5.92,4,0,0
14409,71,7,1908,273,1158,5.46,7,1,0.14
12633,58,5,1907,381,1136,2.33,5,1,0.2
17228,15,8,1906,238,1532,1.71,8,0,0
16150,38,10,1906,191,1004,2.44,10,5,0.5
15819,49,4,1905,476,1357,1.85,4,0,0
14250,7,3,1904,635,1200,0.75,3,0,0
14210,91,7,1901,272,759,2.72,7,1,0.14
15518,64,12,1898,158,1253,1.23,12,4,0.33
14730,1,8,1898,237,1078,0.59,8,0,0
13246,18,7,1896,271,1537,2.27,7,1,0.14
17337,151,7,1896,271,1217,0.3,7,3,0.43
16983,12,8,1895,237,1322,2.48,8,1,0.13
14934,72,3,1889,630,1041,2.39,3,1,0.33
15641,105,4,1887,472,1562,2.14,4,0,0
12560,5,3,1885,628,1066,1.27,3,1,0.33
12853,107,9,1882,209,782,2.46,9,3,0.33
12782,4,6,1881,314,1056,3.46,6,1,0.17
16128,17,5,1880,376,988,2.99,5,0,0
16170,50,7,1880,269,1766,1.53,7,1,0.14
15157,3,5,1880,376,2243,2.69,5,2,0.4
16942,12,10,1879,188,801,0.76,10,1,0.1
16938,8,5,1878,376,1018,1.27,5,1,0.2
16986,29,2,1873,937,1040,0,2,0,0
12483,17,11,1873,170,1084,4.45,11,3,0.27
15367,57,5,1868,374,1055,2.28,5,1,0.2
16426,2,10,1864,186,1215,0.77,10,0,0
17738,19,5,1863,373,1027,2.67,5,1,0.2
14887,79,1,1862,1862,1100,0,1,0,0
13982,39,5,1861,372,1132,2.85,5,1,0.2
17463,16,6,1861,310,1081,1.4,6,1,0.17
17870,2,13,1861,143,1350,1.34,13,1,0.08
13890,1,14,1861,133,826,3.12,14,4,0.29
12963,8,8,1857,232,881,3.76,8,0,0
17293,8,9,1854,206,1135,2.67,9,0,0
17422,16,10,1853,185,2195,2.04,10,4,0.4
14472,103,8,1853,232,1135,0.94,8,0,0
14524,31,9,1844,205,669,1.66,9,0,0
18180,4,6,1844,307,1721,1.14,6,0,0
17469,16,6,1843,307,778,2.1,6,1,0.17
12950,2,3,1843,614,1380,0.95,3,0,0
15814,3,6,1843,307,1247,0.6,6,2,0.33
16102,42,3,1842,614,942,1.52,3,0,0
16455,63,7,1841,263,988,3.12,7,0,0
12518,0,5,1841,368,1306,0.92,5,0,0
17015,28,3,1839,613,1978,0.73,3,0,0
17519,17,7,1839,263,1233,4.24,7,1,0.14
14459,155,1,1838,1838,760,0,1,0,0
15351,12,10,1837,184,721,1.56,10,3,0.3
18287,42,3,1837,612,1586,2.28,3,0,0
16152,268,1,1829,1829,642,0,1,0,0
15021,8,13,1829,141,801,0.78,13,4,0.31
15203,25,6,1828,305,1753,2.01,6,0,0
14216,3,4,1824,456,593,0.58,4,0,0
16153,49,5,1824,365,1073,3.45,5,0,0
16169,8,4,1823,456,1325,0.8,4,0,0
16201,3,5,1822,364,1267,0.92,5,1,0.2
13421,40,3,1821,607,1102,2.47,3,1,0.33
17787,152,4,1818,455,896,1.7,4,0,0
14533,24,9,1813,201,2777,5.08,9,2,0.22
13725,49,11,1810,165,659,2.18,11,3,0.27
12584,3,18,1810,101,351,2.16,18,9,0.5
16979,3,8,1809,226,860,3.22,8,2,0.25
13650,16,7,1809,258,918,2.57,7,1,0.14
15812,107,5,1801,360,922,5.23,5,0,0
16249,52,5,1800,360,950,2.71,5,0,0
13562,81,3,1799,600,757,2.01,3,0,0
13196,11,4,1798,450,1224,2.29,4,0,0
12674,11,7,1796,257,1096,2.28,7,3,0.43
18235,71,3,1796,599,1578,1.41,3,0,0
18179,9,6,1793,299,1360,3.66,6,0,0
18122,8,6,1792,299,1215,0.4,6,0,0
17648,60,5,1790,358,486,2.07,5,1,0.2
14305,71,5,1789,358,1068,0.57,5,2,0.4
13048,14,5,1789,358,1220,2.3,5,1,0.2
17663,25,9,1788,199,793,2.89,9,2,0.22
13875,53,5,1787,357,1316,2.39,5,0,0
14608,4,4,1785,446,437,18.74,4,0,0
14935,297,1,1785,1785,935,0,1,0,0
13510,1,5,1785,357,1382,1.55,5,1,0.2
17705,3,10,1781,178,957,2.74,10,1,0.1
15260,100,8,1781,223,861,3.49,8,1,0.13
14215,11,7,1778,254,1354,3.28,7,1,0.14
13481,45,8,1777,222,1127,2.86,8,3,0.38
16841,36,7,1775,254,2234,2.14,7,1,0.14
17092,50,4,1774,444,1130,1.84,4,0,0
15864,22,8,1770,221,1044,12.7,8,2,0.25
16681,72,6,1770,295,1407,4.14,6,0,0
17629,5,9,1769,197,1620,2.87,9,1,0.11
15594,15,6,1768,295,982,2.11,6,1,0.17
12585,234,4,1767,442,1246,1.23,4,2,0.5
14621,1,6,1766,294,987,3.74,6,1,0.17
16751,30,1,1765,1765,1031,0,1,0,0
12424,162,2,1761,881,740,0,2,0,0
12823,74,5,1760,352,230,55,5,0,0
15220,51,7,1759,251,1377,1.91,7,1,0.14
16719,14,8,1754,219,1173,1.77,8,1,0.13
16474,7,11,1750,159,882,0.39,11,4,0.36
13808,5,5,1748,350,782,1.19,5,0,0
15067,78,3,1745,582,954,2.52,3,0,0
15674,73,6,1744,291,1075,1.36,6,2,0.33
16380,61,1,1743,1743,1428,0,1,0,0
13134,72,7,1741,249,1044,1.59,7,3,0.43
14595,19,6,1741,290,978,2.87,6,0,0
12704,7,8,1741,218,991,1.97,8,0,0
17353,129,2,1740,870,1200,3.57,2,0,0
17930,35,5,1740,348,1594,5.32,5,0,0
17457,126,5,1738,348,826,11.72,5,0,0
14673,3,5,1736,347,1004,4.96,5,0,0
17043,32,4,1735,434,998,2.3,4,0,0
14387,32,3,1728,576,795,0.54,3,0,0
15241,66,9,1724,192,1814,1.95,9,1,0.11
13456,17,7,1723,246,755,2.97,7,1,0.14
13157,49,5,1722,344,1430,2.81,5,1,0.2
17702,30,6,1720,287,1320,4.2,6,2,0.33
15267,22,5,1717,343,944,15.9,5,0,0
13094,21,16,1709,107,1542,11.76,16,4,0.25
15947,82,1,1708,1708,898,0,1,0,0
16902,116,1,1707,1707,629,0,1,0,0
17162,28,11,1707,155,1000,2.63,11,1,0.09
12610,22,6,1706,284,1018,0.95,6,2,0.33
12762,7,2,1703,852,1220,0.26,2,0,0
13824,32,5,1699,340,768,6.13,5,0,0
14834,17,8,1698,212,731,3.16,8,2,0.25
12764,316,1,1694,1694,386,0,1,0,0
17750,5,9,1694,188,3696,0.85,9,0,0
16007,47,4,1694,424,1388,0.44,4,0,0
16775,10,11,1692,154,439,2.26,11,0,0
16671,28,3,1692,564,875,27,3,0,0
13763,63,3,1689,563,725,6.69,3,2,0.67
15240,44,7,1686,241,1361,3.95,7,2,0.29
17282,130,3,1685,562,1866,1.91,3,0,0
15950,1,5,1684,337,712,3.51,5,1,0.2
15050,25,5,1683,337,1176,0.6,5,2,0.4
15380,8,6,1682,280,374,9.86,6,1,0.17
13924,1,11,1682,153,1532,0.49,11,5,0.45
12843,65,9,1681,187,753,1.81,9,1,0.11
17147,22,6,1680,280,878,3.43,6,2,0.33
16791,29,8,1678,210,752,0.96,8,1,0.13
14245,176,5,1677,335,971,0.77,5,3,0.6
13149,14,4,1676,419,1280,3.21,4,0,0
16638,22,11,1676,152,1254,3.62,11,1,0.09
17656,73,5,1675,335,1399,0.67,5,0,0
17193,35,9,1674,186,1238,4.06,9,2,0.22
12912,2,5,1662,332,670,1.52,5,0,0
16115,9,8,1661,208,994,1,8,0,0
15332,366,4,1661,415,652,0.09,4,0,0
15214,1,8,1661,208,1254,2.18,8,0,0
14045,109,4,1660,415,535,52.6,4,0,0
13577,25,5,1658,332,771,2.55,5,1,0.2
12523,1,13,1656,127,856,3.1,13,2,0.15
16813,8,10,1652,165,1501,0.45,10,0,0
16711,3,5,1651,330,833,16.76,5,0,0
15826,51,4,1649,412,962,2.32,4,1,0.25
15827,73,20,1649,82,843,2.21,20,6,0.3
17451,1,10,1649,165,1178,0.95,10,3,0.3
13750,53,5,1647,329,516,12.17,5,0,0
13162,122,5,1645,329,1663,2.6,5,1,0.2
17813,14,7,1642,235,739,0.16,7,2,0.29
15002,115,4,1642,411,862,2.19,4,0,0
14837,89,5,1641,328,1430,1,5,1,0.2
13647,9,5,1640,328,886,2.87,5,1,0.2
15549,77,4,1640,410,681,2.11,4,1,0.25
17284,60,7,1637,234,1360,0.94,7,1,0.14
15024,9,10,1636,164,902,2.35,10,0,0
12528,9,8,1634,204,734,3.42,8,2,0.25
17754,0,6,1632,272,1767,2.89,6,1,0.17
15953,15,10,1632,163,884,3.47,10,2,0.2
